Team,Player,PP,XBH,BB,K,Line,H,OPS,Score
NYM,Brett Baty,13.799999999999999,3.137254901960798,-0.3883495145630964,4.405286343612328,8.173913043478258,24.0,0.5800000000000001,19.9
NYY,Josh Donaldson,27.209999999999997,-3.1372549019607767,-1.9417475728155251,20.440528634361243,-10.26086956521739,-13.0,,19.3
WAS,Riley Adams,14.4,11.764705882352942,-18.640776699029125,13.039647577092513,11.65217391304346,-13.0,,19.2
NYY,G. Stanton,10.19,-3.9215686274509736,9.70873786407768,16.38766519823789,-9.391304347826086,3.0,0.737,19.1
CHW,Korey Lee,13.799999999999999,-10.980392156862745,-18.252427184466026,34.889867841409696,-6.782608695652169,16.0,0.914,18.7
SD,Garrett Cooper,13.469999999999999,11.764705882352942,-5.825242718446598,-3.7004405286343545,13.043478260869566,1.0,0.629,18.7
TB,Josh Lowe,2.3400000000000007,-2.3529411764705794,-10.097087378640778,10.748898678414097,5.043478260869559,13.0,,18.7
SD,X. Bogaerts,13.799999999999999,11.764705882352942,-8.543689320388347,-21.145374449339208,-2.7826086956521765,19.0,1.515,18.3
SF,David Villar,13.799999999999999,-7.058823529411761,1.1650485436893323,24.14096916299559,-0.34782608695652206,-14.0,0.847,17.9
CHW,T. Thompson,13.799999999999999,-6.274509803921564,0.7766990291262144,27.312775330396473,-10.434782608695652,18.0,0.486,17.1
NYY,Jake Bauers,18.169999999999998,-3.1372549019607767,13.203883495145632,26.25550660792951,-1.0434782608695758,11.0,0.264,17.0
NYM,Luis Guillorme,13.799999999999999,3.921568627450995,5.048543689320393,-4.933920704845811,9.043478260869565,10.0,0.882,16.8
NYM,Mark Vientos,13.799999999999999,-0.784313725490186,-7.378640776699026,22.907488986784152,-5.3913043478260825,14.0,0.997,16.5
TEX,Sam Huff,14.41,1.088453945710938e-14,-15.922330097087382,28.722466960352417,2.6086956521739055,31.0,0.264,16.1
WAS,C. Dickerson,7.879999999999999,12.549019607843139,-21.74757281553397,-3.3480176211453774,-1.3913043478260978,22.0,,15.9
BAL,Ryan McKenna,13.799999999999999,0.7843137254901968,-13.592233009708742,3.3480176211453676,-7.304347826086964,25.0,0.46399999999999997,15.6
SF,L. Wade Jr,13.799999999999999,-6.274509803921564,0.38834951456311795,13.039647577092513,1.217391304347827,-9.0,1.194,14.9
LAA,Brandon Drury,10.840000000000002,3.137254901960798,-25.631067961165044,18.32599118942732,7.826086956521737,0.0,1.0190000000000001,14.8
TEX,R. Grossman,-6.35,0.7843137254902077,6.213592233009715,1.938325991189429,3.8260869565217335,17.0,0.617,14.4
TB,Jose Siri,-11.26,-5.490196078431367,-22.91262135922329,29.955947136563875,4.521739130434777,20.0,0.965,14.3
TOR,W. Merrifield,13.799999999999999,7.058823529411772,-10.87378640776699,-5.110132158590303,4.695652173913038,23.0,0.399,14.0
ARI,Evan Longoria,2.020000000000001,1.088453945710938e-14,-3.1067961165048468,9.162995594713655,1.217391304347827,10.0,0.714,13.8
CHC,T. Barnhart,16.5,1.088453945710938e-14,-18.640776699029125,-4.93392070484582,4.695652173913038,16.0,,13.6
OAK,Cody Thomas,-1.2600000000000011,-9.411764705882351,-6.601941747572813,36.47577092511013,-7.826086956521737,2.0,,13.4
CHC,M. Mastrobuoni,39.059999999999995,3.137254901960798,-4.271844660194168,-6.343612334801768,-5.04347826086957,24.0,0.264,13.3
BAL,Ramon Urias,13.799999999999999,0.0,-13.203883495145632,-9.867841409691628,-8.695652173913041,22.0,1.46,13.2
PIT,Henry Davis,13.799999999999999,4.705882352941181,-5.825242718446598,-3.876651982378858,2.6086956521739055,11.0,0.653,13.0
LAD,Will Smith,13.799999999999999,3.1372549019607874,-3.883495145631061,-0.8810572687224776,-1.217391304347827,12.0,0.889,12.9
NYM,Danny Mendick,13.799999999999999,3.137254901960798,10.097087378640778,1.233480176211455,2.7826086956521667,13.0,0.806,12.9
NYY,K. Higashioka,24.55,-1.568627450980383,0.38834951456311795,13.744493392070488,-1.2173913043478368,-11.0,0.514,12.8
NYY,Anthony Rizzo,5.04,7.843137254901959,-1.1650485436893108,17.092511013215844,1.5652173913043397,-18.0,,12.4
OAK,Kevin Smith,0.7300000000000004,-0.784313725490186,-17.4757281553398,13.92070484581498,-13.73913043478261,26.0,1.408,12.2
SEA,Cal Raleigh,13.799999999999999,-3.9215686274509736,22.1359223300971,7.9295154185022,11.999999999999982,-45.0,1.323,11.6
LAA,Matt Thaiss,-2.0399999999999983,-3.9215686274509736,5.825242718446607,21.32158590308369,2.6086956521739055,-10.0,0.8200000000000001,11.3
NYY,Oswald Peraza,11.779999999999998,-2.3529411764705794,-18.252427184466015,23.083700440528624,-9.217391304347824,6.0,1.0030000000000001,11.1
OAK,Tyler Wade,1.7699999999999991,1.088453945710938e-14,3.4951456310679756,-4.581497797356823,-3.652173913043482,14.0,,11.0
ARI,Gabriel Moreno,9.32,3.1372549019607874,0.3883495145631072,-7.0484581497797425,0.521739130434783,6.0,0.864,10.6
TB,Rene Pinto,-8.68,-6.274509803921564,-13.203883495145632,24.493392070484575,5.739130434782604,6.0,1.264,10.2
TEX,J.P. Martinez,0.55,-10.196078431372548,-16.310679611650492,49.86784140969163,8.52173913043478,6.0,0.264,10.1
CHW,Lenyn Sosa,13.799999999999999,4.705882352941181,-21.35922330097087,7.40088105726872,0.8695652173913051,10.0,0.7190000000000001,10.0
MIA,Josh Bell,6.939999999999999,-3.1372549019607767,1.0778864316749093e-14,18.502202643171813,-6.086956521739136,-8.0,1.157,9.5
STL,Luken Baker,-20.92,-5.490196078431367,3.883495145631072,19.559471365638757,-0.1739130434782707,11.0,1.193,9.4
HOU,Jon Singleton,13.799999999999999,6.274509803921575,1.1650485436893214,10.572687224669604,-3.652173913043482,4.0,2.2640000000000002,9.2
LAA,C.J. Cron,7.400000000000002,3.137254901960798,-22.91262135922329,13.039647577092513,-0.6956521739130538,9.0,,9.0
TEX,Josh H. Smith,3.2399999999999998,3.9215686274509842,5.436893203883501,3.3480176211453676,-4.521739130434787,3.0,0.617,8.9
MIA,B. De La Cruz,-4.38,1.5686274509804046,-20.970873786407758,20.26431718061673,8.52173913043478,3.0,,8.0
SD,Brandon Dixon,-4.99,4.705882352941181,-11.650485436893206,13.039647577092513,6.782608695652169,0.0,,7.9
PIT,Jason Delay,13.799999999999999,7.058823529411772,-8.15533980582524,-3.3480176211453774,10.782608695652174,11.0,0.597,7.8
NYM,Tim Locastro,13.799999999999999,9.411764705882362,-5.43689320388349,-7.40088105726872,-0.34782608695652206,19.0,0.597,7.4
SF,Joc Pederson,13.799999999999999,1.5686274509804046,3.1067961165048574,2.290748898678416,0.521739130434783,1.0,0.933,7.2
BOS,Triston Casas,13.799999999999999,3.9215686274509842,3.106796116504868,7.224669603524226,3.999999999999994,15.0,0.935,7.0
PIT,Jared Triolo,13.799999999999999,1.5686274509804046,-14.368932038834956,4.933920704845811,9.73913043478261,20.0,0.46399999999999997,6.6
NYY,Anthony Volpe,0.1600000000000006,3.9215686274509842,-3.1067961165048468,11.982378854625551,-1.3913043478260978,-1.0,0.609,6.4
TB,Luke Raley,-1.790000000000001,-5.490196078431367,-13.592233009708742,18.85462555066078,-1.3913043478260978,12.0,0.716,6.2
SD,J. Cronenworth,2.67,16.470588235294123,-11.262135922330097,-23.436123348017624,7.478260869565215,14.0,,5.9
WAS,Jacob Young,14.719999999999999,10.980392156862745,-18.252427184466015,17.268722466960355,-1.913043478260881,-18.0,,4.8
LAA,Mickey Moniak,-3.0,-1.568627450980383,-31.067961165048544,35.06607929515419,12.521739130434785,-8.0,1.187,4.7
WAS,I. Vargas,37.64,12.549019607843139,-23.300970873786397,-8.810572687224669,-2.434782608695654,-11.0,,4.6
CHW,A. Benintendi,13.799999999999999,3.1372549019607874,-10.87378640776699,-10.044052863436121,6.434782608695648,20.0,0.636,4.6
WAS,Joey Meneses,15.760000000000002,14.117647058823534,-14.757281553398062,-0.17621145374450334,-0.5217391304347928,-10.0,,4.4
MIL,W. Contreras,13.799999999999999,0.7843137254902077,-8.543689320388347,13.039647577092513,-7.652173913043476,14.0,0.993,3.6
TEX,T. Jankowski,15.41,-0.784313725490186,-13.980582524271847,-8.458149779735681,-0.5217391304347928,22.0,0.264,3.6
NYM,Rafael Ortega,13.799999999999999,5.490196078431378,10.097087378640778,-4.933920704845811,7.999999999999997,5.0,0.514,3.3
LAD,E. Hernandez,13.799999999999999,5.490196078431378,-1.1650485436893108,-4.052863436123352,-2.2608695652173934,-1.0,1.339,3.0
TB,R. Arozarena,-11.99,3.137254901960798,-11.262135922330097,7.9295154185022,1.2173913043478175,15.0,0.6910000000000001,2.8
MIA,Jazz Chisholm,-16.65,-4.70588235294117,-12.427184466019419,37.885462555066084,-10.26086956521739,8.0,1.291,2.4
STL,Nolan Gorman,4.619999999999997,-9.411764705882351,15.922330097087382,18.85462555066078,7.478260869565215,-36.0,1.443,2.1
PHI,Alec Bohm,13.799999999999999,7.058823529411772,2.718446601941761,-3.171806167400874,2.6086956521739055,15.0,0.921,1.8
SEA,Eugenio Suarez,13.799999999999999,3.1372549019607874,12.427184466019419,11.982378854625551,14.608695652173916,-37.0,0.979,1.6
CLE,Gabriel Arias,-17.77,-7.058823529411761,-12.427184466019419,17.44493392070483,-0.8695652173913051,22.0,0.738,1.0
SD,Matt Carpenter,9.5,4.705882352941181,7.766990291262144,-1.9383259911894193,2.086956521739123,-21.0,0.847,0.9
OAK,Nick Allen,-6.959999999999999,0.7843137254902077,-11.262135922330097,-13.568281938325994,-10.782608695652174,43.0,0.66,0.8
PIT,Alfonso Rivas,13.799999999999999,5.490196078431378,4.660194174757286,1.9383259911894193,3.6521739130434714,-9.0,0.737,0.7
OAK,L. Butler,8.029999999999998,-5.490196078431367,-1.9417475728155251,17.79735682819382,-7.999999999999997,-10.0,1.597,0.6
NYY,DJ LeMahieu,-7.029999999999999,0.7843137254902077,6.213592233009715,7.224669603524226,-7.652173913043486,1.0,0.963,0.5
HOU,Jeremy Pena,13.799999999999999,9.411764705882351,-9.320388349514563,-2.8193832599118966,1.2173913043478175,1.0,1.092,0.4
PIT,C. Smith-Njigba,13.799999999999999,-5.490196078431367,-13.203883495145632,31.541850220264315,7.652173913043476,-14.0,1.229,0.2
NYM,Jonathan Arauz,13.799999999999999,-2.3529411764705794,3.883495145631072,5.991189427312771,-0.8695652173913051,13.0,0.882,0.1
LAD,Miguel Rojas,13.799999999999999,8.627450980392165,-10.87378640776699,-8.810572687224669,0.8695652173912954,-2.0,0.985,-0.8
MIN,Max Kepler,13.799999999999999,3.137254901960798,-3.883495145631061,9.162995594713655,2.7826086956521667,-4.0,0.858,-1.2
NYY,I. Kiner-Falefa,10.57,0.7843137254902077,-0.3883495145630964,3.171806167400874,-9.391304347826086,-6.0,,-1.3
LAA,Brett Phillips,-7.52,-7.058823529411761,-4.271844660194168,40.88105726872246,12.869565217391306,-36.0,1.276,-1.4
OAK,Aledmys Diaz,-14.36,7.843137254901959,-13.980582524271847,-6.696035242290745,-6.608695652173918,32.0,0.793,-1.4
STL,Alec Burleson,15.389999999999999,6.274509803921575,-15.14563106796117,-10.39647577092511,7.999999999999997,-6.0,0.745,-1.4
SD,Ha-seong Kim,8.5,8.627450980392165,-4.660194174757276,-18.8546255506608,7.826086956521737,-4.0,0.794,-2.0
TB,Isaac Paredes,-2.3999999999999977,-1.568627450980383,-10.097087378640778,2.1145374449339127,0.3478260869565124,10.0,1.407,-2.3
WAS,B. Rutherford,1.1600000000000001,5.490196078431378,-20.194174757281555,19.911894273127743,-8.695652173913041,0.0,,-2.3
STL,Andrew Knizner,-1.1900000000000013,-1.568627450980383,-10.485436893203882,-0.17621145374450334,-3.4782608695652204,11.0,0.40700000000000003,-2.4
TEX,Sandy Leon,-6.33,-3.1372549019607767,-0.3883495145630964,22.90748898678413,3.30434782608695,-19.0,,-2.6
ATL,Orlando Arcia,11.01,4.705882352941181,-6.601941747572813,-7.40088105726872,-3.304347826086959,-2.0,0.764,-2.7
CHW,Oscar Colas,13.799999999999999,-3.9215686274509736,-18.252427184466026,13.039647577092513,0.8695652173913051,14.0,0.972,-3.1
LAD,Austin Barnes,13.799999999999999,0.7843137254902077,5.048543689320393,3.876651982378849,-4.173913043478264,-10.0,0.264,-3.6
ARI,Kyle Lewis,-21.169999999999998,-3.1372549019607767,3.883495145631072,16.035242290748904,-4.695652173913038,5.0,,-4.1
LAD,Jonny DeLuca,13.799999999999999,2.352941176470601,-3.4951456310679543,23.25991189427314,-10.08695652173913,-13.0,1.491,-4.5
BOS,Adam Duvall,13.799999999999999,1.5686274509804046,-15.922330097087372,11.27753303964758,0.8695652173912954,22.0,0.597,-4.6
SD,Matthew Batten,8.319999999999999,12.549019607843139,-21.35922330097087,-6.343612334801758,5.3913043478260825,-5.0,0.716,-4.6
LAD,Amed Rosario,13.799999999999999,7.8431372549019684,-14.368932038834942,-4.405286343612339,2.7826086956521667,-5.0,1.0390000000000001,-5.0
MIA,Jake Burger,3.49,-0.784313725490186,-13.203883495145632,24.14096916299559,-5.391304347826092,-13.0,1.097,-5.2
MIN,Royce Lewis,13.799999999999999,0.7843137254902077,-22.524271844660195,17.092511013215844,-1.217391304347827,1.0,1.556,-5.5
PIT,Endy Rodriguez,13.799999999999999,7.058823529411772,-7.378640776699026,-7.0484581497797425,5.739130434782604,-12.0,0.653,-5.5
CHW,Adam Haseley,13.799999999999999,-1.568627450980383,-10.87378640776699,3.5242290748898615,-0.6956521739130441,11.0,0.636,-5.6
KC,V. Pasquantino,-1.0999999999999996,9.411764705882351,1.1650485436893323,-4.229074889867845,7.826086956521737,-19.0,,-5.9
COL,C. Blackmon,13.799999999999999,10.980392156862745,-15.533980582524277,-8.105726872246693,17.913043478260857,11.0,0.7030000000000001,-6.0
LAA,Randal Grichuk,15.880000000000003,1.5686274509804046,-24.46601941747572,10.925110132158592,3.8260869565217335,-13.0,1.141,-6.0
SD,Brett Sullivan,-3.740000000000001,5.490196078431378,-11.262135922330097,4.405286343612328,7.999999999999997,-9.0,,-6.1
CHW,Hanser Alberto,13.799999999999999,4.705882352941181,-24.46601941747573,-5.991189427312771,1.5652173913043397,14.0,1.2349999999999999,-6.6
SF,Austin Slater,13.799999999999999,-3.9215686274509736,5.825242718446607,22.37885462555065,-1.5652173913043492,-37.0,0.264,-6.9
ARI,Jose Herrera,-5.62,-0.784313725490186,0.7766990291262144,0.3524229074889773,1.5652173913043397,-4.0,0.889,-6.9
ATL,Orlando Arcia,-11.780000000000003,6.274509803921575,1.9417475728155467,-5.814977973568277,-2.7826086956521765,3.0,0.764,-7.0
CHW,Clint Frazier,13.799999999999999,-4.70588235294117,8.543689320388347,11.101321585903085,0.8695652173913051,-8.0,1.139,-7.1
OAK,T. Soderstrom,-24.95,-10.980392156862745,-16.31067961165048,38.061674008810556,-7.999999999999997,-5.0,0.264,-7.2
LAD,Michael Busch,13.799999999999999,-1.568627450980383,5.825242718446607,21.674008810572676,-12.521739130434785,-23.0,0.264,-7.2
PIT,Alika Williams,13.799999999999999,3.137254901960798,-17.864077669902922,14.625550660792934,10.956521739130435,-8.0,1.064,-7.3
PIT,Liover Peguero,13.799999999999999,0.7843137254902077,-19.805825242718445,4.405286343612328,-0.6956521739130441,17.0,0.845,-8.4
ARI,Pavin Smith,11.419999999999998,0.7843137254902077,5.048543689320393,-7.9295154185022,1.217391304347827,-24.0,0.639,-8.6
KC,Bobby Witt Jr.,-19.9,0.7843137254902077,6.601941747572822,-1.585903083700442,4.173913043478255,-3.0,0.665,-8.6
SD,Jose Azocar,-5.79,14.117647058823534,-22.9126213592233,-13.039647577092513,4.347826086956515,-10.0,0.264,-8.8
ATL,T. d'Arnaud,-2.56,3.1372549019607874,-10.87378640776699,-2.8193832599118966,-9.654113257610057e-15,3.0,0.9,-9.1
PHI,Jake Cave,13.799999999999999,4.705882352941181,1.0778864316749093e-14,14.801762114537448,-4.173913043478255,-17.0,0.737,-9.9
MIL,Carlos Santana,13.799999999999999,2.3529411764705905,-1.1650485436893108,2.9955947136563905,-3.826086956521743,-5.0,0.793,-10.7
LAD,Miguel Vargas,13.799999999999999,4.705882352941181,1.9417475728155467,8.458149779735681,0.17391304347826103,-23.0,0.985,-11.0
NYM,Starling Marte,13.799999999999999,5.490196078431378,-8.15533980582524,-3.5242290748898712,0.3478260869565124,4.0,0.858,-11.1
HOU,Grae Kessinger,13.799999999999999,-2.3529411764705794,-4.660194174757276,39.11894273127752,-6.0869565217391255,-13.0,1.264,-11.4
LAA,M. Stefanic,-3.0399999999999996,4.705882352941192,-24.854368932038827,10.39647577092511,4.173913043478255,-20.0,0.40700000000000003,-11.6
LAD,Kolten Wong,13.799999999999999,2.352941176470601,3.883495145631072,6.696035242290745,-8.52173913043478,-5.0,0.575,-12.0
PHI,Rodolfo Castro,13.799999999999999,-6.274509803921564,1.0778864316749093e-14,24.84581497797356,-6.782608695652169,-45.0,0.264,-12.0
PIT,Oneil Cruz,13.799999999999999,0.7843137254902077,-6.213592233009705,1.4096916299559386,-0.521739130434783,-12.0,1.407,-12.7
TEX,Brad Miller,-1.5800000000000014,-3.9215686274509736,-5.43689320388349,13.039647577092513,0.8695652173912954,-16.0,,-13.0
SF,Patrick Bailey,13.799999999999999,2.352941176470601,4.660194174757286,18.149779735682827,8.34782608695652,-71.0,0.264,-13.1
LAA,Anthony Rendon,9.72,3.137254901960798,-15.922330097087372,9.339207048458148,4.521739130434777,-24.0,,-13.2
TEX,Austin Hedges,-12.7,4.705882352941181,-18.252427184466015,7.224669603524226,-1.73913043478262,0.0,0.664,-13.8
ATL,Sam Hilliard,-22.26,-3.9215686274509736,6.99029126213593,15.506607929515424,1.3913043478260785,-12.0,,-14.3
PHI,Johan Rojas,13.799999999999999,1.5686274509804046,-16.699029126213585,16.035242290748904,-6.956521739130432,-12.0,0.514,-14.3
OAK,Jordan Diaz,-14.580000000000002,4.705882352941181,-13.592233009708742,1.585903083700442,-0.5217391304347928,4.0,0.793,-14.6
WAS,Carter Kieboom,6.279999999999999,6.274509803921575,-16.699029126213585,15.85903083700441,-6.608695652173918,-20.0,,-14.9
CHW,Zach Remillard,13.799999999999999,-9.411764705882351,-25.631067961165055,36.29955947136564,-3.1304347826086985,-35.0,0.264,-14.9
ATL,T. d'Arnaud,-26.319999999999997,4.705882352941181,-2.330097087378632,-1.233480176211455,0.5217391304347734,8.0,0.9,-15.0
WAS,Stone Garrett,-11.56,10.980392156862745,-16.699029126213585,13.920704845814962,6.0869565217391255,-18.0,,-15.3
CHW,Romy Gonzalez,13.799999999999999,-5.490196078431367,-19.02912621359223,29.427312775330392,-1.217391304347827,-9.0,0.972,-15.5
SD,Trent Grisham,-9.02,4.705882352941181,17.087378640776706,1.5859030837004322,2.434782608695645,-30.0,1.178,-15.6
CHW,Elvis Andrus,13.799999999999999,4.705882352941181,-9.70873786407767,-8.810572687224669,-7.130434782608692,23.0,1.2349999999999999,-15.7
OAK,S. Langeliers,-14.17,2.3529411764705905,-7.378640776699026,-1.4096916299559483,-6.434782608695658,10.0,0.919,-15.7
BOS,Pablo Reyes,13.799999999999999,7.058823529411772,-11.650485436893206,-8.105726872246693,6.956521739130432,22.0,1.033,-15.9
LAA,Logan O'Hoppe,5.779999999999999,-2.3529411764705794,-27.18446601941747,20.616740088105715,2.086956521739123,-11.0,1.329,-16.0
PIT,Josh Palacios,13.799999999999999,5.490196078431378,-11.650485436893206,-3.3480176211453774,1.043478260869566,-6.0,0.6930000000000001,-16.4
LAA,Mike Moustakas,-0.17999999999999972,-1.568627450980383,-21.74757281553397,15.85903083700441,-0.6956521739130538,-15.0,0.7130000000000001,-16.6
HOU,Jake Meyers,13.799999999999999,7.058823529411772,3.1067961165048574,3.7004405286343545,-4.173913043478264,-48.0,0.264,-17.4
MIL,Tyrone Taylor,13.799999999999999,3.9215686274509842,-11.650485436893206,9.515418502202643,-3.652173913043482,-7.0,0.952,-17.5
CHW,Carlos Perez,13.799999999999999,-3.9215686274509736,-15.922330097087382,23.7885462555066,5.217391304347822,-16.0,1.139,-17.6
KC,E. Olivares,-11.1,7.8431372549019684,-8.15533980582524,2.9955947136563807,4.521739130434777,-5.0,1.985,-17.7
SEA,Jose Caballero,13.799999999999999,1.088453945710938e-14,-4.271844660194168,11.45374449339207,7.478260869565215,-66.0,0.264,-17.8
ARI,G. Perdomo,-21.2,4.705882352941181,5.048543689320393,-4.405286343612339,-1.7391304347826102,-5.0,0.802,-18.1
CHW,Y. Grandal,13.799999999999999,-6.274509803921564,2.7184466019417504,3.5242290748898615,2.6086956521739055,-4.0,1.364,-18.2
MIA,Yuli Gurriel,-6.359999999999999,3.921568627450995,-15.533980582524265,11.806167400881058,-8.000000000000007,-10.0,0.764,-18.5
NYY,O. Cabrera,-9.07,0.7843137254902077,-8.932038834951454,8.634361233480174,-8.521739130434788,-17.0,0.546,-18.6
LAA,Kyren Paris,-13.040000000000001,-9.411764705882351,-19.41747572815534,49.515418502202635,-7.304347826086964,-41.0,0.45999999999999996,-18.7
MIA,Dane Myers,-27.169999999999998,-4.70588235294117,-20.582524271844648,32.246696035242294,2.086956521739123,-53.0,0.264,-18.8
PHI,Brandon Marsh,13.799999999999999,2.352941176470601,15.533980582524277,14.801762114537448,7.652173913043476,-41.0,1.054,-19.6
COL,Ryan McMahon,13.799999999999999,5.490196078431378,2.718446601941761,7.753303964757707,5.913043478260866,-35.0,0.512,-19.8
PHI,Trea Turner,13.799999999999999,3.137254901960798,12.038834951456312,13.215859030837008,3.8260869565217335,-3.0,1.488,-20.0
PHI,Josh Harrison,13.799999999999999,1.088453945710938e-14,-3.1067961165048468,1.233480176211455,2.434782608695645,2.0,0.514,-20.5
COL,Harold Castro,13.799999999999999,4.705882352941181,-24.46601941747572,1.0572687224669612,14.434782608695656,-28.0,0.264,-20.8
NYY,Ben Rortvedt,-5.310000000000001,-6.274509803921564,1.5533980582524396,22.555066079295166,-14.608695652173916,-33.0,0.597,-20.9
STL,Oscar Mercado,-14.33,-7.843137254901959,-3.4951456310679543,1.5859030837004322,7.130434782608692,-4.0,,-21.0
LAA,Chad Wallach,-9.260000000000002,-1.568627450980383,-8.543689320388347,28.017621145374445,6.434782608695648,-38.0,0.931,-21.3
BOS,Rafael Devers,13.799999999999999,3.137254901960798,-7.378640776699026,1.9383259911894193,-4.869565217391308,0.0,1.095,-21.5
MIL,Joey Wiemer,13.799999999999999,0.7843137254902077,-8.15533980582524,14.625550660792957,-9.913043478260867,-17.0,0.46399999999999997,-21.5
MIL,Rowdy Tellez,13.799999999999999,-3.1372549019607767,4.271844660194179,7.753303964757707,-2.086956521739132,-20.0,0.46399999999999997,-22.1
TB,C. Bethancourt,-24.790000000000003,-3.1372549019607767,-20.582524271844658,17.44493392070483,-5.391304347826092,-7.0,0.514,-22.3
KC,MJ Melendez,-30.060000000000002,4.705882352941181,13.592233009708742,10.925110132158592,4.521739130434777,-27.0,1.017,-23.7
TB,Harold Ramirez,-6.179999999999999,-2.3529411764705794,-15.922330097087382,2.2907488986784066,-2.9565217391304373,4.0,1.165,-24.6
KC,Nick Pratto,-50.76,-2.3529411764705794,3.4951456310679756,32.951541850220266,15.130434782608681,-92.0,0.264,-24.7
SF,Wade Meckler,13.799999999999999,-11.764705882352942,8.15533980582525,34.889867841409696,6.260869565217387,-62.0,0.55,-24.9
PHI,Garrett Stubbs,13.799999999999999,-1.568627450980383,-2.7184466019417393,12.33480176211454,-5.3913043478260825,-38.0,0.597,-25.2
OAK,Seth Brown,16.520000000000003,3.9215686274509842,-9.320388349514563,-1.233480176211455,-3.304347826086959,-26.0,1.317,-25.6
COL,Kris Bryant,13.799999999999999,8.627450980392165,-17.087378640776695,-10.044052863436121,9.73913043478261,5.0,1.032,-25.7
CLE,Steven Kwan,-10.77,2.352941176470601,-15.922330097087382,-16.74008810572688,5.217391304347822,9.0,0.966,-25.9
CLE,Bo Naylor,-27.95,-3.9215686274509736,4.660194174757286,-2.6431718061674037,-1.217391304347827,6.0,1.053,-26.4
BOS,Reese McGuire,13.799999999999999,3.9215686274509842,-20.194174757281555,4.581497797356823,-1.3913043478260883,-46.0,0.264,-27.7
PHI,Edmundo Sosa,13.799999999999999,8.627450980392165,-10.485436893203882,12.33480176211454,1.3913043478260785,-21.0,1.21,-27.8
PHI,Kody Clemens,13.799999999999999,1.5686274509804046,0.7766990291262251,10.925110132158592,-6.434782608695648,-27.0,0.514,-28.2
ATL,Kevin Pillar,-17.51,7.8431372549019684,-5.825242718446598,1.938325991189429,9.043478260869565,-24.0,,-28.5
WAS,Michael Chavis,-6.800000000000001,8.627450980392165,-14.757281553398062,19.38325991189428,8.34782608695652,-44.0,,-29.2
BOS,Justin Turner,13.799999999999999,14.117647058823534,-5.43689320388349,-5.4625550660793,1.9130434782608614,-2.0,1.0390000000000001,-29.4
